"id_ciudad","id_region","ciudad","origen","destino","_tx"
2566,8,COPIULEMU,0,1,1
2567,8,MEIPO,0,1,1
2568,8,PERALES,0,1,1
2569,8,GUARILIHUE,0,1,1
2570,8,CHECURA,0,1,1
2571,8,LEONERA,0,1,1
2572,8,FILOMENA,0,1,1
2573,8,TOROICO,0,1,1
2574,8,LOS TILOS,0,1,1
2594,5,CHILCAS,0,1,1
2595,5,SAN PEDRO DE QUILLOTA,0,1,1
2614,5,EL MANZANAR,0,1,1
2615,5,OCOA,0,1,1
2634,13,LOGISTICA REVERSA,1,1,1
2654,8,QUILLAITUN,0,1,1
2655,8,CERRO ALTO,0,1,1
2656,8,LA ARAUCANA,0,1,1
2674,8,TRES PINOS,0,1,1
2675,8,ANTIHUALA,0,1,1
2676,8,VILLA LOS RIOS,0,1,1
2694,5,BOCO DE QUILLOTA,0,1,1
2695,5,SAN ISIDRO DE QUILLOTA,0,1,1
2696,5,LA PALMA DE QUILLOTA,0,1,1
2714,5,COLLIGUAY,0,1,1
2715,5,LA RETUCA,0,1,1
2734,5,TUNQUEN,0,1,1
2754,5,QUEBRADA DE ALVARADO,0,1,1
2774,10,CASMA,0,1,1
2794,1,YAPE,0,1,1
2814,1,PISAGUA,0,1,1
2834,5,EL ASILO,0,1,1
2835,5,EL CONVENTO,0,1,1
2854,14,TRALCAPULLI,0,1,1
2874,14,ANCACOMOE,0,1,1
2875,14,PULLINQUE,0,1,1
2876,14,RIO TRAFUN,0,1,1
2877,14,PANGUILELFUN,0,1,1
2878,14,CAYUMAPU,0,1,1
2879,14,PUNAHUE,0,1,1
2880,14,MELEFQUEN,0,1,1
2881,14,LOS CAJONES,0,1,1
2882,14,LLONGAHUE,0,1,1
2894,14,LLONGUEN,0,1,1
2895,14,PUERTO FUY,0,1,1
2896,14,HUERQUEHUE,0,1,1
2897,14,RELECO,0,1,1
2898,14,PLAYA MONJE,0,1,1
2899,14,LOS TALLOS,0,1,1
2914,14,MALALHUE,0,1,1
2934,5,LONGOTOMA,0,1,1
2954,8,SANTA FE,0,1,1
2955,8,MILLANTU,0,1,1
2974,10,EL YECO,0,1,1
2994,9,SAN RAMON,0,1,1
3014,9,QUITRATUE,0,1,1
3015,9,LASTARRIA,0,1,1
3016,9,SELVA OSCURA,0,1,1
3017,9,METRENCO,0,1,1
3034,9,HUISCAPI,0,1,1
3054,14,LOS CHILCOS,0,1,1
3056,14,LOS ESTEROS,0,1,1
3074,14,PUERTO NUEVO,0,1,1
3094,10,PANITAO,0,1,1
3095,10,CHAMIZA,0,1,1
3114,8,CHACAYAL,0,1,1
